etf,holding_name,ticker,weight
SPY,NASDAQ INC,NDAQ,0.00061031
SPY,OTIS WORLDWIDE CORP,OTIS,0.0006094900000000001
SPY,M + T BANK CORP,MTB,0.0006090199999999999
SPY,KENVUE INC,KVUE,0.00060783
SPY,AGILENT TECHNOLOGIES INC,A,0.0006071900000000001
SPY,UNITED AIRLINES HOLDINGS INC,UAL,0.0006056
SPY,STATE STREET CORP,STT,0.00060415
SPY,CARNIVAL CORP,CCL,0.000603
SPY,HUNTINGTON BANCSHARES INC,HBAN,0.00060268
SPY,EMCOR GROUP INC,EME,0.00059953
SPY,ROPER TECHNOLOGIES INC,ROP,0.00058805
SPY,AXON ENTERPRISE INC,AXON,0.00058604
SPY,DELL TECHNOLOGIES C,DELL,0.0005822900000000001
SPY,OLD DOMINION FREIGHT LINE,ODFL,0.00058225
SPY,INGERSOLL RAND INC,IR,0.00057772
SPY,HERSHEY CO/THE,HSY,0.00057163
SPY,ARCHER DANIELS MIDLAND CO,ADM,0.0005698799999999999
SPY,GARMIN LTD,GRMN,0.0005693899999999999
SPY,TAKE TWO INTERACTIVE SOFTWRE,TTWO,0.00056508
SPY,OCCIDENTAL PETROLEUM CORP,OXY,0.00055806
SPY,COPART INC,CPRT,0.00055798
SPY,DOLLAR GENERAL CORP,DG,0.00055728
SPY,INTERACTIVE BROKERS GRO CL A,IBKR,0.0005565699999999999
SPY,COINBASE GLOBAL INC CLASS A,COIN,0.00055125
SPY,COGNIZANT TECH SOLUTIONS A,CTSH,0.00054408
SPY,FAIR ISAAC CORP,FICO,0.00054313
SPY,FISERV INC,FISV,0.00054173
SPY,WATERS CORP,WAT,0.00053952
SPY,DOVER CORP,DOV,0.00053936
SPY,TAPESTRY INC,TPR,0.00053498
SPY,IRON MOUNTAIN INC,IRM,0.00053401
SPY,DIAMONDBACK ENERGY INC,FANG,0.0005339499999999999
SPY,WORKDAY INC CLASS A,WDAY,0.00053273
SPY,NRG ENERGY INC,NRG,0.00053098
SPY,VICI PROPERTIES INC,VICI,0.00052877
SPY,EXTRA SPACE STORAGE INC,EXR,0.0005246200000000001
SPY,XYLEM INC,XYL,0.0005239
SPY,TELEDYNE TECHNOLOGIES INC,TDY,0.00051663
SPY,PAYCHEX INC,PAYX,0.0005129
SPY,ULTA BEAUTY INC,ULTA,0.0005127199999999999
SPY,AMEREN CORPORATION,AEE,0.0005042
SPY,PPG INDUSTRIES INC,PPG,0.00050307
SPY,HEWLETT PACKARD ENTERPRISE,HPE,0.0005016
SPY,DTE ENERGY COMPANY,DTE,0.00049871
SPY,HALLIBURTON CO,HAL,0.00049418
SPY,TRACTOR SUPPLY COMPANY,TSCO,0.00049341
SPY,BIOGEN INC,BIIB,0.00049164
SPY,IQVIA HOLDINGS INC,IQV,0.0004911900000000001
SPY,ATMOS ENERGY CORP,ATO,0.00048695000000000005
SPY,ON SEMICONDUCTOR,ON,0.00048666000000000003
SPY,CBOE GLOBAL MARKETS INC,CBOE,0.00048271
SPY,CITIZENS FINANCIAL GROUP,CFG,0.00047627000000000005
SPY,RAYMOND JAMES FINANCIAL INC,RJF,0.00047525
SPY,METTLER TOLEDO INTERNATIONAL,MTD,0.00047505
SPY,DEVON ENERGY CORP,DVN,0.00047221
SPY,ARES MANAGEMENT CORP A,ARES,0.00047113
SPY,STEEL DYNAMICS INC,STLD,0.00046899
SPY,HUBBELL INC,HUBB,0.00046738000000000004
SPY,NORTHERN TRUST CORP,NTRS,0.00046702
SPY,WILLIS TOWERS WATSON PLC,WTW,0.00046399
SPY,PULTEGROUP INC,PHM,0.0004636
SPY,CENTERPOINT ENERGY INC,CNP,0.00046348
SPY,BLOCK INC,XYZ,0.00046185999999999997
SPY,PPL CORP,PPL,0.00046157999999999995
SPY,JABIL INC,JBL,0.00045934000000000003
SPY,SMURFIT WESTROCK PLC,SW,0.00045914
SPY,EDISON INTERNATIONAL,EIX,0.00045583
SPY,EXPEDIA GROUP INC,EXPE,0.00045532000000000005
SPY,SOUTHWEST AIRLINES CO,LUV,0.00045013999999999997
SPY,EVERSOURCE ENERGY,ES,0.00044935000000000005
SPY,REGIONS FINANCIAL CORP,RF,0.00044716
SPY,LENNAR CORP W/D,LEN,0.00044642
SPY,ESTEE LAUDER COMPANIES CL A,EL,0.00044624
SPY,GENERAL MILLS INC,GIS,0.00044435000000000004
SPY,INTERNATIONAL PAPER CO,IP,0.00044204
SPY,CINCINNATI FINANCIAL CORP,CINF,0.00044114
SPY,SYNCHRONY FINANCIAL,SYF,0.00043858
